Run	Alignment	DUT	THL	Angle

10107	SET9		SET9	814	0
10108	SET9		SET9	814	0
10109	SET9		SET9	814	0
10110	SET9		SET9	814	0
10111	SET9		SET9	814	0
10112	SET9		SET9	814	0
10113	SET9		SET9	814	0
10114	SET9		SET9	814	0
10115	SET9		SET9	814	0
10116	SET9		SET9	814	0

10117	SET9		SET9	824	0
10118	SET9		SET9	824	0
10119	SET9		SET9	824	0
10120	SET9		SET9	824	0
10121	SET9		SET9	824	0
10122	SET9		SET9	824	0
10123	SET9		SET9	824	0
10124	SET9		SET9	824	0
10125	SET9		SET9	824	0
10126	SET9		SET9	824	0

10127	SET9		SET9	834	0
10128	SET9		SET9	834	0
10129	SET9		SET9	834	0
10130	SET9		SET9	834	0
10131	SET9		SET9	834	0
10132	SET9		SET9	834	0
10133	SET9		SET9	834	0
10134	SET9		SET9	834	0
10135	SET9		SET9	834	0
10136	SET9		SET9	834	0

10137	SET9		SET9	844	0
10138	SET9		SET9	844	0
10139	SET9		SET9	844	0
10140	SET9		SET9	844	0
10141	SET9		SET9	844	0
10142	SET9		SET9	844	0
10143	SET9		SET9	844	0
10144	SET9		SET9	844	0
10145	SET9		SET9	844	0
10146	SET9		SET9	844	0

10147	SET9		SET9	854	0
10148	SET9		SET9	854	0
10149	SET9		SET9	854	0
10150	SET9		SET9	854	0
10151	SET9		SET9	854	0
10152	SET9		SET9	854	0
10153	SET9		SET9	854	0
10154	SET9		SET9	854	0
10155	SET9		SET9	854	0
10156	SET9		SET9	854	0

10157	SET9		SET9	864	0
10158	SET9		SET9	864	0
10159	SET9		SET9	864	0
10160	SET9		SET9	864	0
10161	SET9		SET9	864	0
10162	SET9		SET9	864	0
10163	SET9		SET9	864	0
10164	SET9		SET9	864	0
10165	SET9		SET9	864	0
10166	SET9		SET9	864	0

10169	SET9		SET9	874	0
10170	SET9		SET9	874	0
10171	SET9		SET9	874	0
10172	SET9		SET9	874	0
10173	SET9		SET9	874	0
10174	SET9		SET9	874	0
10175	SET9		SET9	874	0
10176	SET9		SET9	874	0
10177	SET9		SET9	874	0
10178	SET9		SET9	874	0

10180	SET9		SET9	884	0
10181	SET9		SET9	884	0
10182	SET9		SET9	884	0
10183	SET9		SET9	884	0
10184	SET9		SET9	884	0
10185	SET9		SET9	884	0
