Run	Alignment	DUT	THL	Angle

11263	Angle0		SET13	1020	0
11264	Angle0		SET13	1020	0
11265	Angle0		SET13	1020	0
11266	Angle0		SET13	1020	0
11267	Angle0		SET13	1020	0
11268	Angle0		SET13	1020	0
11269	Angle0		SET13	1020	0
11270	Angle0		SET13	1020	0
11271	Angle0		SET13	1020	0
11272	Angle0		SET13	1020	0

11645	Angle5		SET13	1020	5
11646	Angle5		SET13	1020	5
11647	Angle5		SET13	1020	5
11648	Angle5		SET13	1020	5
11649	Angle5		SET13	1020	5
11650	Angle5		SET13	1020	5
11651	Angle5		SET13	1020	5

11274	Angle10		SET13	1020	10
11275	Angle10		SET13	1020	10
11276	Angle10		SET13	1020	10
11277	Angle10		SET13	1020	10
11278	Angle10		SET13	1020	10
11279	Angle10		SET13	1020	10
11280	Angle10		SET13	1020	10
11281	Angle10		SET13	1020	10
11282	Angle10		SET13	1020	10
11283	Angle10		SET13	1020	10
11284	Angle10		SET13	1020	10
11285	Angle10		SET13	1020	10
11286	Angle10		SET13	1020	10

11549	Angle15		SET13	1020	15
11550	Angle15		SET13	1020	15
11551	Angle15		SET13	1020	15
11552	Angle15		SET13	1020	15
11553	Angle15		SET13	1020	15
11554	Angle15		SET13	1020	15
11555	Angle15		SET13	1020	15
11556	Angle15		SET13	1020	15
11557	Angle15		SET13	1020	15
11558	Angle15		SET13	1020	15
11559	Angle15		SET13	1020	15

11288	Angle20		SET13	1020	20
11289	Angle20		SET13	1020	20
11290	Angle20		SET13	1020	20
11291	Angle20		SET13	1020	20
11292	Angle20		SET13	1020	20
11293	Angle20		SET13	1020	20
11294	Angle20		SET13	1020	20
11295	Angle20		SET13	1020	20
11296	Angle20		SET13	1020	20
11297	Angle20		SET13	1020	20
11298	Angle20		SET13	1020	20
11299	Angle20		SET13	1020	20
11300	Angle20		SET13	1020	20
11301	Angle20		SET13	1020	20
11302	Angle20		SET13	1020	20
11303	Angle20		SET13	1020	20
11304	Angle20		SET13	1020	20

11561	Angle25		SET13	1020	25
11562	Angle25		SET13	1020	25
11563	Angle25		SET13	1020	25
11564	Angle25		SET13	1020	25
11565	Angle25		SET13	1020	25
11566	Angle25		SET13	1020	25
11567	Angle25		SET13	1020	25
11568	Angle25		SET13	1020	25
